CensusTract,State,County,Urban,POP2010,LA1and10,LAPOP1_10
40143007612,Oklahoma,Tulsa,1,3434,0,338.7534518
40143007613,Oklahoma,Tulsa,1,3011,1,2956.603255
40143007614,Oklahoma,Tulsa,1,2430,0,322.959705
40143007615,Oklahoma,Tulsa,1,2032,1,506.1509169
40143007616,Oklahoma,Tulsa,1,3373,0,12.73383141
40143007617,Oklahoma,Tulsa,1,4017,0,21.58746529
40143007618,Oklahoma,Tulsa,1,6041,0,0
40143007619,Oklahoma,Tulsa,1,3852,0,0
40143007620,Oklahoma,Tulsa,1,5243,0,0
40143007624,Oklahoma,Tulsa,1,2987,1,2099.898655
40143007625,Oklahoma,Tulsa,1,4684,0,0
40143007629,Oklahoma,Tulsa,1,3825,0,481.7084577
40143007630,Oklahoma,Tulsa,1,4861,0,309.0261412
40143007631,Oklahoma,Tulsa,1,3218,0,0
40143007632,Oklahoma,Tulsa,1,2824,0,0
40143007633,Oklahoma,Tulsa,1,2602,1,773.0276751
40143007634,Oklahoma,Tulsa,1,3350,0,0
40143007635,Oklahoma,Tulsa,1,5554,0,0
40143007636,Oklahoma,Tulsa,1,3740,0,0
40143007637,Oklahoma,Tulsa,1,5142,1,4964.299069
40143007638,Oklahoma,Tulsa,1,3927,1,3436.778425
40143007639,Oklahoma,Tulsa,1,4816,0,138.9194689
40143007641,Oklahoma,Tulsa,1,4171,0,0
40143007642,Oklahoma,Tulsa,1,1720,0,182.9293041
40143007701,Oklahoma,Tulsa,1,5106,1,1119.380416
40143007702,Oklahoma,Tulsa,0,7852,0,0
40143007801,Oklahoma,Tulsa,0,3038,0,0
40143007802,Oklahoma,Tulsa,0,4975,0,0
40143007900,Oklahoma,Tulsa,1,4636,1,3484.883757
40143008001,Oklahoma,Tulsa,1,1927,1,1926.999982
40143008002,Oklahoma,Tulsa,1,2791,1,2791.000025
40143008200,Oklahoma,Tulsa,1,2216,1,2174.80558
40143008300,Oklahoma,Tulsa,1,1465,1,1246.873225
40143008400,Oklahoma,Tulsa,1,3510,0,136.4223175
40143008501,Oklahoma,Tulsa,1,3002,1,1770.546799
40143008502,Oklahoma,Tulsa,1,4566,1,3500.313205
40143008600,Oklahoma,Tulsa,1,4312,0,361.0662525
40143008700,Oklahoma,Tulsa,1,2952,0,418.452659
40143008800,Oklahoma,Tulsa,1,2531,1,760.1311782
40143008900,Oklahoma,Tulsa,1,3516,0,337.2029896
40143009003,Oklahoma,Tulsa,1,6207,1,4643.54042
40143009004,Oklahoma,Tulsa,1,5379,0,0
40143009006,Oklahoma,Tulsa,1,6445,0,0
40143009007,Oklahoma,Tulsa,1,6988,1,516.4915695
40143009008,Oklahoma,Tulsa,1,3626,0,0
40143009009,Oklahoma,Tulsa,0,6433,0,0
40143009101,Oklahoma,Tulsa,1,2683,1,1169.079274
40143009104,Oklahoma,Tulsa,0,2349,0,0
40143009200,Oklahoma,Tulsa,1,3538,1,2651.291763
40143009300,Oklahoma,Tulsa,1,4190,1,1025.403341
40143009401,Oklahoma,Tulsa,1,5131,1,2371.242854
40143009402,Oklahoma,Tulsa,1,5009,1,3150.872009
40143009500,Oklahoma,Tulsa,0,4910,0,0
40143011100,Oklahoma,Tulsa,1,444,1,199.9393939
40145030101,Oklahoma,Wagoner,1,4676,1,2834.378508
40145030102,Oklahoma,Wagoner,0,4316,0,0
40145030201,Oklahoma,Wagoner,0,2829,0,0.727230161
40145030202,Oklahoma,Wagoner,0,3499,0,0
40145030300,Oklahoma,Wagoner,0,1791,0,0
40145030402,Oklahoma,Wagoner,0,4266,0,0
40145030403,Oklahoma,Wagoner,1,1897,1,1897.000003
40145030405,Oklahoma,Wagoner,1,5342,1,5341.999984
40145030406,Oklahoma,Wagoner,1,4987,1,4987.000023
40145030502,Oklahoma,Wagoner,1,2301,1,1273.041571
40145030505,Oklahoma,Wagoner,1,1711,1,1703.766178
40145030506,Oklahoma,Wagoner,0,1393,0,0
40145030507,Oklahoma,Wagoner,1,2675,0,170.3699229
40145030508,Oklahoma,Wagoner,1,2026,1,2022.057893
40145030509,Oklahoma,Wagoner,1,3637,1,3636.999996
40145030510,Oklahoma,Wagoner,1,1721,1,1706.154988
40145030511,Oklahoma,Wagoner,0,1885,0,0
40145030512,Oklahoma,Wagoner,1,3832,1,2019.513392
40145030601,Oklahoma,Wagoner,0,4509,0,0
40145030602,Oklahoma,Wagoner,1,7422,1,2770.39542
40145030798,Oklahoma,Wagoner,0,3276,0,0
40145030800,Oklahoma,Wagoner,0,3094,0,0
40147000100,Oklahoma,Washington,1,1885,1,1884.380936
40147000200,Oklahoma,Washington,1,1861,0,1.340048194
40147000300,Oklahoma,Washington,1,2532,0,0
40147000400,Oklahoma,Washington,1,4533,1,4026.417953
40147000500,Oklahoma,Washington,1,6196,1,787.4585831
40147000600,Oklahoma,Washington,1,7376,1,1097.533208
40147000700,Oklahoma,Washington,1,5611,1,1190.597422
40147000800,Oklahoma,Washington,1,3462,1,2348.678443
40147000900,Oklahoma,Washington,1,2293,1,1840.061429
40147001000,Oklahoma,Washington,0,2163,0,290.9409954
40147001100,Oklahoma,Washington,1,5103,1,3072.731203
40147001200,Oklahoma,Washington,1,2218,1,2200.65642
40147001300,Oklahoma,Washington,0,5743,1,1350.103406
40149964900,Oklahoma,Washita,0,4018,1,2391.850933
40149965000,Oklahoma,Washita,0,2328,1,780.8904874
40149965100,Oklahoma,Washita,1,3500,1,1334.831955
40149965400,Oklahoma,Washita,0,1783,1,823.738906
40151954200,Oklahoma,Woods,0,4175,1,596.1065419
40151954300,Oklahoma,Woods,1,2942,0,118.0488178
40151954400,Oklahoma,Woods,0,1761,1,1628.263392
40153953100,Oklahoma,Woodward,0,2107,1,1018.449889
40153953200,Oklahoma,Woodward,0,4712,1,2516.923511
40153953300,Oklahoma,Woodward,0,4118,0,0
40153953400,Oklahoma,Woodward,1,3568,1,733.5871128
40153953500,Oklahoma,Woodward,1,5576,1,2241.169193
